loading file...  ../corpuses/grandeTexto.txt
lado, o  =38
expectativas da  =38
prazo, o  =38
tempo, o  =38
fenomenológicas da  =39
introdução, o  =39
interior da  =39
nada, o  =39
habitual da  =39
definição do  =39
sentido, o  =39
anglo-saxônica, a  =39
conseguinte, o  =39
modo, a  =40
mostrou, o  =40
argumentos, o  =40
realiza o  =40
 Ora,  =40
existência das  =40
ontologia da  =40
respeito dos  =40
melhoria do  =41
implicações da  =41
visando a  =41
sedimentação da  =41
argumentos, a  =41
analisar o  =41
pressuposição da  =41
reavaliação da  =42
conceito de  =42
de diáthesis  =42
diáthesis e  =42
e os  =42
os princípios  =42
princípios fundamentais  =42
fundamentais de  =42
de rhytmos  =42
rhytmos e  =42
e arrythmiston  =42
tudo, o  =42
chomskyana, a  =42
aristotélica, o  =42
decorrentes do  =42
extremos da  =42
determinação da  =43
eliminabilidade, o  =43
imanente da  =44
a decisão  =44
decisão resoluta  =44
resoluta (Entscholossenheit)  =44
sensível, da  =44
Evidentemente, a  =44
mostrou, a  =44
realidade a  =44
lugar, o  =44
 No  =45
a mistificação  =45
mistificação e  =45
e virtualização  =45
virtualização das  =45
das massas  =45
anglo-saxônica, o  =45
comprometimento entre  =45
as ontologias  =45
definitiva: o  =45
o desafiador  =46
desafiador cenário  =46
cenário globalizado  =46
questionar a  =46
 Se,  =46
undefineddos conceitos  =46
advertiu), a  =46
existência da  =46
mesmo, a  =47
Evidentemente, o  =47
advertiu), o  =47
o a  =47
priori histórico  =47
histórico de  =47
uma experiência  =47
experiência possível  =47
o véu  =47
véu de  =47
de Maya,  =47
Maya, assim  =47
 De  =48
das afecções  =48
afecções no  =48
no espírito  =48
 Em  =48
impenetrável da  =48
modo, o  =48
 Acima  =48
 Como  =49
nada, a  =49
definitiva: a  =49
suficiente das  =49
infinito.
 
  =49
 Desta  =49
mesmo, o  =49
objeto metapsicológico  =49
metapsicológico da  =49
 Este  =50
prazo, a  =50
eliminabilidade, a  =50
realidade o  =50
recíproca da  =50
lugar, a  =51
sentido, a  =51
realiza a  =51
previsão da  =51
chomskyana, o  =51
formulação da  =52
tudo, a  =52
 Uma  =52
aristotélica, a  =52
a pré-história  =52
pré-história pré-edipiana  =52
pré-edipiana da  =52
da menina  =52
visando o  =52
Descartes, a  =52
suficiente dos  =53
analisar a  =54
conseguinte, a  =54
todavia, o  =54
tempo, a  =54
da extensionalidade  =54
respeito da  =55
Schopenhauer, a  =55
introdução, a  =55
antropologia: a  =55
a constituição  =55
constituição ígnea  =55
ígnea do  =55
do substrato  =55
substrato físico  =55
o advento  =56
advento do  =56
do Utilitarismo  =56
Utilitarismo radical  =56
estética, a  =56
estruturas psico-lógicas  =56
provocam a  =56
a alteridade  =56
alteridade do  =56
do rio  =56
rio heraclítico  =56
o constante  =56
constante retorno  =56
retorno do  =56
do recalcado  =56
amigos, a  =57
lado, a  =57
um forte  =57
existência do  =57
diria, a  =57
revelando o  =57
o início  =58
início da  =58
da atividade  =58
atividade geral  =58
de conceitos  =58
forte compromisso  =58
compromisso ontológico  =58
ontológico com  =58
a disfunção  =58
disfunção do  =58
do mecanismo  =58
mecanismo inconsciente  =58
efeito, a  =58
comprometimento da  =59
da forma,  =59
forma, tanto  =59
tanto quanto  =59
quanto da  =59
da matéria,  =59
um reaprofundamento  =59
reaprofundamento das  =59
das bases  =59
bases estéticas  =59
estéticas da  =59
da vida  =59
vida intencional  =59
Heidegger, a  =59
 Numa  =59
o sentido  =59
sentido escatológico  =59
escatológico do  =59
do mito  =59
mito de  =59
de Fedro  =59
um juízo  =60
juízo reflexionante  =60
reflexionante do  =60
problemática, a  =60
início, a  =60
incompletude necessária  =60
sistema suficientemente  =60
suficientemente abrangente  =60
princípio leibnizano  =60
leibnizano da  =60
da identidade  =60
identidade dos  =60
dos indiscerníveis  =60
indiscerníveis e  =60
e indiscernibilidade  =60
indiscernibilidade dos  =60
dos idênticos  =60
surgimento do  =61
do comércio  =61
comércio virtual  =61
a sustentabilidade  =61
corrobora o  =61
a impossibilidade  =61
Fuzzy Logic.  =61
obstante, a  =61
a complexidade  =62
complexidade dos  =62
dos estudos  =62
estudos efetuados  =62
estabelecimento da  =62
revolução copernicana,  =62
copernicana, entendida  =62
como ruptura,  =62
social revolucionária.  =62
<-> r))).  =62
direito romano.  =62
estruturas do  =62
poder repressivo  =62
a implausibilidade  =62
da matéria.  =63
implausibilidade da  =63
da tábula  =63
tábula rasa  =63
impossibilidade da  =63
da possessão  =63
possessão da  =63
da verdade  =63
verdade última  =63
pois o  =63
de Potência  =63
Potência inerente  =63
inerente ao  =63
ao ser  =63
ser humano,  =63
humano, como  =63
como Nietzsche  =63
Nietzsche destacou,  =63
o monismo  =63
monismo confuso  =63
confuso característico  =63
característico de  =63
de algumas  =63
algumas vertentes  =63
vertentes contemporâneas  =63
revolução dos  =64
dos costumes  =64
verdadeiramente virtuoso.  =64
do formalismo  =64
formalismo lógico  =64
das instâncias  =64
instâncias predicativas  =64
o eidos  =64
sustentabilidade do  =64
do Cogito  =64
Cogito refutada  =64
a redutibilidade  =64
ressonância racionalista.  =64
intuição cognitiva.  =64
certezas fundamentais.  =64
atual, a  =64
cognitivas exigidas.  =65
o aspecto  =65
aspecto monádico  =65
monádico da  =65
da virtualização  =65
virtualização da  =65
realidade social  =65
dos conceitos.  =65
eidos platônico  =65
platônico e  =65
a energeia  =65
energeia (ato,  =65
(ato, utilidade)  =65
utilidade) aristotélica  =65
teologia racional.  =65
na pós-modernidade.  =65
e cidadania.  =65
a escolha  =65
imanente infinito.  =66
necessária de  =66
normativa deontológica.  =66
dos métodos  =66
a prática  =66
tradição normativa.  =66
de Heinsenberg.  =66
do Estado.  =66
teoria do  =66
do utilitarismo  =66
a ética  =66
ética antropomórfica  =66
antropomórfica da  =66
da famigerada  =66
famigerada escola  =66
escola francesa  =66
de Heisenberg  =66
Heisenberg não  =66
solucionar a  =66
da Internet  =67
estabelecimento do  =67
a respeito.  =67
não é.  =67
conceitos nominalistas.  =67
acompanhamento do  =67
do estágio  =67
estágio pré-genital  =67
quadros conceituais.  =67
defasada pós-moderna.  =67
a prossentença  =67
conjuntura histórico-social.  =67
necessidades lógico-estruturais.  =67
melhoria da  =67
críticos na  =67
a desaceleração  =67
desaceleração no  =67
no caos  =67
caos ou  =67
ou no  =67
no limiar  =67
limiar de  =67
de suspensão  =67
suspensão do  =67
do infinito  =67
o não-ser  =68
não-ser que  =68
é nada  =68
Nietzsche, a  =68
enquanto Ser.  =68
o tríptico  =68
tríptico movimento  =68
movimento de  =68
de pensamento  =68
Ora, a  =68
a univocidade  =68
univocidade da  =68
substância imanente  =68
de Cantor.  =68
 Se  =68
prática do  =68
do bem-viver  =68
a universalidade  =68
território desterritorializado.  =68
prossentença composta  =68
composta de  =68
invariantes lógicos  =68
Todavia, a  =68
a inacessibilidade  =68
inacessibilidade dos  =68
processos mentais  =68
mentais inconscientes  =68
do sistema.  =68
teorias propostas.  =69
um todo.  =69
acompanhamento das  =69
das preferências  =69
preferências de  =69
de consumo  =69
dos não-sentidos.  =69
juízo empírico.  =69
a geração  =69
geração de  =69
de sistemas  =69
sistemas de  =69
coordenadas heterogêneas  =69
heterogêneas irredutíveis  =69
linguagem privada.  =69
infinitos objetos.  =69
redutibilidade da  =69
da aritmética  =69
aritmética à  =69
à lógica  =69
de substância.  =69
conhecimento geral.  =69
abstrato, absconditum.  =69
como membro.  =69
suas incógnitas.  =69
ciências discursivas.  =69
das pulsões  =69
da doutrina  =70
 Neste  =70
sentido enunciativo.  =70
análise convencionais.  =70
polissemia epistêmica.  =70
perspectiva dialético-social.  =70
o sofrimento  =70
Dewey, a  =70
uma mutação  =70
mutação pós-jungiana  =70
o indivíduo  =70
indivíduo em  =70
em seu  =70
seu estado  =70
estado de  =70
de natureza  =70
plano de  =70
de imanência  =70
imanência pré-filosófico  =70
a infinita  =71
infinita diversidade  =71
diversidade da  =71
realidade única  =71
uma adoção  =71
metodologias descentralizadoras  =71
atribuições conceituais.  =71
determinação clara  =71
clara de  =71
de objetivos  =71
uma transcendência  =71
transcendência imanente  =71
imanente ou  =71
filosofia continental.  =71
variáveis envolvidas.  =71
da verdade.  =71
da dissociação  =71
a priori.  =71
de poder.  =71
universalidade eidética  =71
eidética do  =71
grega fraturada.  =71
o Cristianismo  =71
Cristianismo entendido  =71
como degradação,  =71
degradação, na  =71
na perspectiva  =71
perspectiva universal  =71
universal do  =71
do polêmico  =71
polêmico anticristo  =71
anticristo nietzscheano,  =71
nietzscheano, não  =71
desterritorialização indiscernível.  =71
deve-se calar.  =71
convicções empiristas.  =71
em aberto.  =71
o complexo  =71
complexo de  =71
de castração,  =71
castração, decorrente  =71
decorrente do  =71
do Édipo  =71
Édipo feminino,  =71
das diversas  =72
longo prazo.  =72
substância retrocedente.  =72
mundos possíveis.  =72
mundo extra-mental.  =72
leitor julgar.  =72
do homem.  =72
o Dasein,  =72
Dasein, tornado  =72
tornado manifesto,  =72
do proletariado.  =72
ligações subterrâneas.  =72
mundo supra-celeste  =72
supra-celeste como  =72
como modelo  =72
modelo eterno  =72
dos valores  =72
da dor.  =72
decorrentes da  =72
pintor pós-moderno.  =72
oposição centrais.  =72
surgimento de  =72
de impulsos  =72
impulsos psicossociais  =72
psicossociais individualizantes  =72
a água  =72
água talesiana  =72
talesiana reterritorializada  =72
movimentos negativos.  =73
paradigmas filosóficos.  =73
o figurado.  =73
funcionais envolvidos.  =73
hierarquias conceituais.  =73
do indivíduo  =73
indivíduo singular  =73
singular na  =73
na sociedade  =73
sociedade conflitante  =73
proposta logicista.  =73
de então.  =73
das afecções.  =73
suficiente do  =73
o novo  =73
novo modelo  =73
modelo estruturalista  =73
estruturalista aqui  =73
aqui preconizado  =73
a literalidade  =73
literalidade do  =73
do texto,  =73
texto, imanente  =73
ao autor,  =73
que um  =73
 Segundo  =73
em não-objetos.  =73
a inversão  =73
inversão do  =73
do modelo  =73
modelo hybris-nêmesis  =73
o religioso.  =73
o uso  =73
uso metafórico  =73
metafórico da  =73
da linguagem,  =73
linguagem, a  =73
do significante  =73
significante e  =73
e significado,  =73
das representações.  =73
e não-sábios.  =73
fatos socio-linguisticos.  =73
teorias científicas.  =73
conduta normativas.  =73
a limitação  =73
de Fliess  =73
de pensamento.  =74
conceituais.
 
  =74
a origem  =74
origem de  =74
coordenadas espaço-temporais  =74
espaço-temporais singularmente  =74
singularmente compostas  =74
o su-jeito  =74
su-jeito de  =74
que fala  =74
fala Kant  =74
em potência.  =74
a abordagem  =74
abordagem de  =74
de Zeit  =74
Zeit und  =74
und Sein  =74
sofrimento e  =74
e tédio  =74
tédio presentes  =74
presentes em  =74
em toda  =74
toda forma  =74
de vida,  =74
vida, como  =74
como Schopenhauer  =74
Schopenhauer mostrou,  =74
dos poderes  =74
do narcisismo  =74
fazemos parte.  =75
hegemonia do  =75
do ambiente  =75
ambiente político  =75
a instauração  =75
reciclagem ideológica.  =75
o julgamento  =75
julgamento imparcial  =75
imparcial das  =75
das quesões  =75
quesões éticas  =75
poesia homérica.  =75
 Por  =75
da turbulência  =75
priori sintético.  =75
da incompatibilidade  =75
e Foucault.  =75
realidade fenomenal.  =75
da transposição  =75
a Aporia  =75
Aporia como  =75
como obstáculo  =75
obstáculo cognitivo  =75
continuum infinito.  =75
das direções  =75
o personagem  =76
personagem conceitual  =76
conceitual imanente  =76
ao caos  =76
relevância atual  =76
da caverna  =76
caverna platônica  =76
a consequência  =76
consequência da  =76
interpretação substitucional  =76
substitucional dos  =76
dos quantificadores  =76
do Deus  =76
homem entendido  =76
como animal  =76
animal social  =76
das ilusões  =76
as três  =76
das categorias  =76
categorias aristotélicas,  =76
aristotélicas, durante  =76
durante todo  =76
todo o  =76
o período  =76
período medieval,  =76
de Laplace.  =76
sujeito constituinte  =76
constituinte envolvido  =76
envolvido não  =76
entendimento dos  =76
dos universais  =76
universais antropológicos  =76
fenômenos sociais.  =76
escolha do  =76
do objeto  =76
objeto narcísico  =76
dos paradigmas  =77
das posturas  =77
dos paradoxos  =77
a valorização  =77
da afirmação  =77
da humanização  =77
o Apeiron  =77
Apeiron de  =77
de Anaximandro  =77
Anaximandro como  =77
uma infinidade  =77
procedimentos atuais.  =77
da fundamentação  =77
progresso filosófico.  =77
espírito transcendente.  =77
o nominalismo  =77
nominalismo enquanto  =77
enquanto princípio  =77
princípio teórico  =77
a canalizaçao  =78
valorização de  =78
de fatores  =78
fatores subjetivos  =78
conceito platônico  =78
platônico de  =78
de pólis  =78
pólis ideal  =78
da humanidade.  =78
da pintura  =78
três modalidades  =78
modalidades canônicas  =78
canônicas subjetivas  =78
o domínio  =78
domínio lógico  =78
lógico destas  =78
destas questões,  =78
questões, certamente  =78
certamente relevantes,  =78
das partículas.  =78
sistema hilemórfico  =78
o juízo  =78
juízo analítico  =78
analítico e  =78
o sintético  =78
sintético a  =78
o silogismo  =78
mundo líquido  =78
líquido em  =78
que vivemos  =78
estrutura atual  =79
da ideação  =79
ideação semântica  =79
a eventual  =79
eventual refutação  =79
refutação da  =79
da teoria  =79
teoria quântica  =79
quântica não  =79
das múltiplas  =79
o uno-múltiplo,  =79
uno-múltiplo, repouso-movimento,  =79
repouso-movimento, finito  =79
finito indeterminado,  =79
instauração do  =79
do modo  =79
modo aporético  =79
aporético do  =79
do Uno  =79
a percepção  =79
quanto o  =79
o comportamento  =79
comportamento dialético  =79
dialético dos  =79
processos considerados  =79
relevância da  =79
da terceira  =79
terceira antinomia  =79
antinomia da  =79
da Antitética  =79
Antitética da  =79
da Razão  =79
o axioma  =79
axioma praedicatum  =79
praedicatum inest  =79
inest subjectu  =79
a elucidação  =79
elucidação dos  =79
dos pontos  =79
pontos relacionais  =79
a inter-independência  =79
da fórmula  =79
a coerência  =79
coerência das  =79
das idéias  =79
idéias contratualistas  =79
da compulsão  =79
compulsão da  =79
da repetição  =79
o Übermensch  =80
Übermensch de  =80
de Nietzsche,  =80
Nietzsche, ou  =80
ou seja,  =80
seja, o  =80
o Super-Homem,  =80
canalizaçao do  =80
Ser do  =80
do Ente  =80
do antiplatonismo  =80
de conhecimentos  =80
das convicções  =80
a referência  =80
referência capaz  =80
capaz de  =80
de atualizar  =80
atualizar o  =80
o virtual  =80
interdependência virtual.  =80
o Cosmos  =80
da velocidade  =80
a necessidade  =81
necessidade de  =81
de renovação  =81
renovação conceitual  =81
das considerações  =81
do retorno  =81
ética teleológica.  =81
suficiente da  =81
o ceticismo  =81
da linguagem  =81
expressão aparentemente  =81
aparentemente plausível  =81
plausível a  =81
libidinal sucessivo  =81
sucessivo (oral,  =81
(oral, anal,  =81
anal, fálico)  =81
dias atuais.  =82
do processo  =82
a expansão  =82
das ciências  =82
de universos  =82
de informações.  =82
ceticismo sistemático  =82
de cooperação  =82
cooperação de  =82
de Grice  =82
Cosmos submetivo  =82
submetivo aos  =82
aos poderes  =82
inter-independência da  =82
da objetivação  =82
objetivação e  =82
e subjetivação  =82
dos limites  =82
expansão dos  =83
dos mercados  =83
mercados mundiais  =83
percepção das  =83
das dificuldades  =83
da esfera  =83
dos argumentos  =83
de Condillac.  =83
silogismo hipotético,  =83
hipotético, sob  =83
perspectiva kantiana  =83
kantiana dos  =83
dos juízos  =83
juízos infinitos,  =83
forma geral  =83
geral da  =83
da proposição  =83
proposição significativa  =83
o desenvolvimento  =83
desenvolvimento da  =83
da consciência  =83
consciência coletiva  =83
coletiva virtualizada  =83
dos sinais  =84
soluções ortodoxas.  =84
a refutação  =84
refutação deste  =84
deste ponto  =84
vista relativista  =84
do futuro  =84
futuro status  =84
status quo,  =84
quo, a  =84
saber, uma  =84
uma condição  =84
de submissão  =84
submissão ?  =84
? estruturas  =84
de poder,  =84
dos testes  =85
do homem  =85
dos modos  =85
das vivências  =85
importância do  =85
da velha  =85
do direito  =85
a indeterminação  =86
indeterminação contínua  =86
contínua de  =86
de distintas  =86
distintas formas  =86
formas de  =86
de fenômeno  =86
dos elementos  =86
lógico das  =86
a feminilidade  =86
feminilidade como  =86
como conceito  =86
conceito analítico  =86
analítico não  =86
se o  =86
a relação  =86
relação do  =86
o objeto(recalcado)  =86
dos relacionamentos  =87
das coisas  =87
das três  =87
a enumeração  =87
enumeração exaustiva  =87
exaustiva dos  =87
dos atos  =87
atos de  =87
de linguagem  =87
linguagem não  =87
dos conhecimentos  =87
criação de  =87
das novas  =88
a crescente  =88
crescente influência  =88
da mídia  =88
da coisa-em-si,  =88
da determinação  =88
dos princípios  =88
da cartografia  =88
teoria da  =88
da irredutibilidade  =88
o aumento  =89
aumento do  =89
do diálogo  =89
diálogo entre  =89
entre os  =89
os diferentes  =89
diferentes setores  =89
setores filosóficos  =89
prepara-nos para  =89
do fluxo  =89
dos prospectos  =89
de alternativas  =89
da natureza  =89
a intencionalidade  =89
do observador  =89
da aparição  =89
de elementos  =89
elementos de  =89
de ordem  =89
ordem sociológica  =89
da materialização  =90
a bipolaridade  =90
bipolaridade do  =90
do valor  =90
valor proposicional  =90
do paradoxo  =90
intencionalidade do  =90
sujeito volitivo  =90
deve tratar  =90
das figuras  =90
do demônio  =90
assume importantes  =91
é uma  =91
deverá confirmar  =91
do tempo  =91
do realismo  =91
resultou no  =91
criaria um  =91
das alternâncias  =91
do movimento  =91
das regras  =92
da sensibilia  =92
o cálculo  =92
do exercício  =92
verifica a  =92
do dualismo  =92
da hipótese  =92
da substancialidade  =92
da definição  =92
do aparelho  =92
qual o  =92
qual a  =93
objeto engendrado  =93
engendrado a  =93
da experimentação  =93
implica em  =93
auxilia a  =94
facilita a  =94
representa uma  =94
exige a  =94
garante a  =94
aponta para  =94
ainda não  =94
parece compendiar  =94
do gênio  =94
tem que  =94
se apresenta  =94
da dissimetria  =94
permite um  =94
é insuficiente  =94
do conjunto  =94
recorre à  =94
consistiria na  =94
do prazer  =94
efetua a  =94
da condição  =94
Caros amigos,  =95
obriga à  =95
à análise  =95
condições epistemológicas  =95
epistemológicas e  =95
e cognitivas  =95
Por outro  =95
outro lado,  =95
cumpre um  =95
um papel  =95
papel essencial  =95
essencial na  =95
na formulação  =95
doutrina do  =95
do esquematismo  =95
esquematismo trancendental  =95
trancendental aplicada  =95
aplicada aos  =95
aos dias  =95
deve passar  =95
passar por  =95
por modificações  =95
modificações independentemente  =95
No entanto,  =95
entanto, não  =95
não podemos  =95
podemos esquecer  =95
esquecer que  =95
a preparação  =95
preparação e  =95
a composição  =95
Do mesmo  =95
mesmo modo,  =95
novas teorias  =95
A prática  =95
prática cotidiana  =95
cotidiana prova  =95
importantes posições  =95
posições no  =95
no estabelecimento  =95
teologia positiva  =95
positiva empregada  =95
empregada em  =95
em movimentos  =95
Correlativamente, por  =95
por meio  =95
meio de  =95
suas teoria  =95
das pulsões,  =95
pulsões, Freud  =95
Freud mostra  =95
testes de  =95
de falseabilidade  =95
falseabilidade das  =95
das teorias  =95
Como Deleuze  =95
Deleuze eloquentemente  =95
eloquentemente mostrou,  =95
a apreciação  =95
apreciação da  =95
da importância  =95
Gostaria de  =95
de enfatizar  =95
enfatizar que  =95
posturas dos  =95
dos filósofos  =95
filósofos divergentes  =95
divergentes com  =95
com relação  =95
relação às  =95
às atribuições  =95
de comunicação  =95
comunicação como  =95
pode nos  =95
nos levar  =95
levar a  =95
a considerar  =95
considerar a  =95
a reestruturação  =95
das relações  =95
relações entre  =95
o conteúdo  =95
conteúdo proposicional  =95
proposicional e  =95
É claro  =95
a precisão  =95
precisão e  =95
a definição  =95
múltiplas direções  =95
direções do  =95
de transcendência  =95
transcendência do  =95
do sentido  =95
talvez venha  =95
venha a  =95
a ressaltar  =95
ressaltar a  =95
a relatividade  =95
universos de  =95
de Contemplação,  =95
Contemplação, espelhados  =95
espelhados na  =95
na arte  =95
arte minimalista  =95
minimalista e  =95
e no  =95
no expressionismo  =95
expressionismo abstrato,  =95
Este pensamento  =95
pensamento está  =95
está vinculado  =95
vinculado à  =95
à desconstrução  =95
da metafísica,  =95
metafísica, pois  =95
para enfrentar  =95
enfrentar situações  =95
situações atípicas  =95
atípicas decorrentes  =95
Todas estas  =95
estas questões,  =95
questões, devidamente  =95
devidamente ponderadas,  =95
ponderadas, levantam  =95
levantam dúvidas  =95
dúvidas sobre  =95
relacionamentos verticais  =95
verticais entre  =95
as hierarquias  =95
desafia a  =95
considerações acima?  =95
acima? Nada  =95
pode dizer,  =95
dizer, pois  =95
pois sobre  =95
o que  =95
pode falar,  =95
falar, deve-se  =95
Efetuando uma  =95
uma ruptura  =95
ruptura com  =95
com Descartes,  =95
agrega valor  =95
valor ao  =95
ao estabelecimento  =95
O dualismo  =95
dualismo inegável  =95
inegável de  =95
de numerosos  =95
numerosos pontos  =95
pontos evidencia  =95
evidencia o  =95
das consequências  =95
elementos envolvidos  =95
envolvidos de  =95
de maneira  =95
maneira conclusiva?  =95
conclusiva? Nada  =95
pode dizer  =95
dizer a  =95
Segundo Nietzsche,  =95
diversas correntes  =95
correntes de  =95
A situação  =95
situação parece  =95
parece particularmente  =95
particularmente favorável  =95
favorável quando  =95
marca a  =95
a autonomia  =95
autonomia do  =95
relação ao  =95
ao fluxo  =95
Seguindo o  =95
o fluxo  =95
corrente analítica  =95
analítica anglo-saxônica,  =95
uma melhor  =95
melhor visão  =95
visão global  =95
paradoxos de  =95
de Zenão,  =95
Zenão, amparados  =95
amparados em  =95
uma proposta  =95
a contribuição  =95
contribuição de  =95
um grupo  =95
grupo importante  =95
importante na  =95
retorno esperado  =95
esperado a  =95
Essa busca  =95
busca de  =95
invariantes supõe  =95
supõe um  =95
um pressuposto  =95
pressuposto existencial,  =95
existencial, assim  =95
do investimento  =95
investimento em  =95
em reciclagem  =95
tudo, é  =95
é fundamental  =95
fundamental ressaltar  =95
ressaltar que  =95
um remanejamento  =95
remanejamento dos  =95
dos quadros  =95
O incentivo  =95
incentivo ao  =95
ao avanço  =95
avanço tecnológico,  =95
tecnológico, assim  =95
não causa  =95
coisa-em-si, entendida  =95
como substância  =95
Não obstante,  =95
coisas e  =95
o melhor  =95
melhor dos  =95
dos mundos  =95
Pensando mais  =95
mais a  =95
longo prazo,  =95
estende o  =95
o alcance  =95
alcance e  =95
sensibilia dos  =95
que temos  =95
temos que  =95
que ter  =95
ter sempre  =95
sempre em  =95
em mente  =95
mente é  =95
é que  =95
não demonstrou  =95
demonstrou convincentemente  =95
convincentemente como  =95
como vai  =95
vai participar  =95
participar na  =95
na mudança  =95
Ainda assim,  =95
assim, existem  =95
existem dúvidas  =95
dúvidas a  =95
de como  =95
institui o  =95
o Complexo  =95
Complexo de  =95
de Édipo,  =95
Édipo, ordenando  =95
ordenando o  =95
com seu  =95
seu desejo  =95
desejo e  =95
o interdito,  =95
interdito, em  =95
antiplatonismo fichteano  =95
fichteano resultante  =95
resultante dos  =95
dos movimentos  =95
movimentos revolucionários  =95
revolucionários de  =95
Acabei de  =95
de provar  =95
provar que  =95
homem verdadeiramente  =95
compromete ontologicamente  =95
ontologicamente a  =95
teoria à  =95
à existência  =95
conhecimentos empíricos  =95
empíricos provindos  =95
provindos das  =95
Nunca é  =95
é demais  =95
demais lembrar  =95
lembrar o  =95
o peso  =95
peso e  =95
o significado  =95
significado destes  =95
destes problemas,  =95
problemas, uma  =95
uma vez  =95
vez que  =95
permitiria a  =95
a desconstrução  =95
prospectos condicionalizantes  =95
condicionalizantes e  =95
e necessários  =95
necessários a  =95
a todo  =95
todo juízo  =95
O empenho  =95
empenho em  =95
em analisar  =95
a conexão  =95
conexão habitual  =95
três instâncias  =95
instâncias de  =95
de oposição  =95
Este é  =95
um problema  =95
problema que  =95
que remete  =95
remete tanto  =95
tanto à  =95
à Epistemologia  =95
Epistemologia platônica,  =95
platônica, quanto  =95
quanto à  =95
à Dialética  =95
Dialética hegeliana,  =95
hegeliana, tendo  =95
tendo em  =95
vista que  =95
compendiar nossas  =95
nossas conclusões  =95
conclusões experimentais  =95
experimentais a  =95
Ser enquanto  =95
No mundo  =95
mundo atual,  =95
acarreta um  =95
de reformulação  =95
reformulação e  =95
e modernização  =95
afirmação que  =95
o Ser  =95
Ser é  =95
é e  =95
o Não  =95
Não ser  =95
ser não  =95
É importante  =95
importante questionar  =95
nos arrasta  =95
esfera do  =95
do virtual,  =95
virtual, a  =95
saber, do  =95
gênio grego  =95
grego fundado  =95
fundado na  =95
na poesia  =95
admissão de  =95
uma ontologia  =95
sinais peirceanos  =95
peirceanos percebidos  =95
percebidos pelo  =95
pelo sujeito  =95
sujeito imerso  =95
imerso nos  =95
nos fenômenos  =95
Por conseguinte,  =95
demonstra a  =95
a irrefutabilidade  =95
irrefutabilidade das  =95
das vantagens  =95
Segundo Heidegger,  =95
pode mais  =95
mais se  =95
se dissociar  =95
confirmar as  =95
consequências decorrentes  =95
um mundo  =95
mundo povoado  =95
povoado por  =95
por objetos  =95
objetos intencionais  =95
intencionais e  =95
e transcendentes,  =95
transcendentes, interiores  =95
interiores ao  =95
ao imanente  =95
Percebemos, cada  =95
cada vez  =95
vez mais,  =95
mais, que  =95
uma metafísica  =95
metafísica da  =95
da presença?  =95
presença? Cabe  =95
Cabe ao  =95
ao leitor  =95
Antes de  =95
de mais  =95
mais nada,  =95
a essência  =95
tempo e  =95
e do  =95
espaço entendido  =95
Deus transcendente  =95
transcendente a  =95
a toda  =95
toda sensação  =95
sensação e  =95
e intuição  =95
Estas considerações  =95
considerações deixam  =95
deixam claro  =95
natureza não-filosófica  =95
não-filosófica dos  =95
impossibilita a  =95
de medidas  =95
medidas reabilitadoras  =95
ética normativa  =95
de Strawson,  =95
Strawson, no  =95
no final  =95
final das  =95
das contas,  =95
interpretação objetiva  =95
argumentos pró-dêiticos  =95
pró-dêiticos de  =95
uma visão  =95
visão subjetivista  =95
cálculo proposicional  =95
proposicional não-quantificado  =95
não resulta  =95
resulta em  =95
uma interiorização  =95
interiorização imanente  =95
Um teórico  =95
teórico da  =95
da redundância  =95
redundância negaria  =95
negaria que  =95
parece corresponder  =95
corresponder a  =95
uma análise  =95
análise distributiva  =95
humanização do  =95
da animalização  =95
animalização do  =95
Mas, à  =95
à primeira  =95
primeira vista,  =95
vista, quiçá  =95
quiçá pareça  =95
pareça que  =95
é consequência  =95
consequência de  =95
uma abordagem  =95
abordagem dogmática  =95
dogmática a  =95
ilusões transcendentais  =95
transcendentais presentes  =95
presentes na  =95
na obra  =95
obra de  =95
um subconjunto  =95
exercício do  =95
poder opressor  =95
opressor sobre  =95
a parcela  =95
parcela defasada  =95
defasada do  =95
Neste momento  =95
momento o  =95
o leitor  =95
leitor deve  =95
deve reconhecer  =95
reconhecer que  =95
que acabei  =95
de demolir  =95
demolir as  =95
as bases  =95
bases da  =95
da metafísica  =95
metafísica de  =95
de Heidegger,  =95
Heidegger, pois  =95
a validade  =95
fundo comum  =95
comum da  =95
Uma posição  =95
posição análoga,  =95
análoga, embora  =95
embora um  =95
um tanto  =95
tanto foucaultiana,  =95
foucaultiana, defende  =95
nos leva  =95
leva ao  =95
ao caminho  =95
caminho impenetrável  =95
Segundo a  =95
tese da  =95
da eliminabilidade,  =95
apresenta como  =95
como experiência  =95
experiência metapsicológica,  =95
metapsicológica, devido  =95
devido à  =95
à impermeabilização  =95
vista da  =95
da história  =95
história da  =95
da filosofia  =95
de Quine  =95
Quine para  =95
para este  =95
este impasse  =95
impasse se  =95
se restringe  =95
restringe a  =95
a questionar  =95
faz retroceder  =95
retroceder aos  =95
aos princípios  =95
Entretanto, uma  =95
uma reflexão  =95
reflexão ulterior  =95
ulterior torna  =95
torna claro  =95
cartografia dessa  =95
dessa rede  =95
rede urbana  =95
urbana de  =95
de ligações  =95
condição suficiente  =95
materialização do  =95
do ser,  =95
ser, em  =95
em objetos  =95
objetos visíveis,  =95
visíveis, e  =95
da imaterialização  =95
imaterialização do  =95
